               tag               | count 
 #restezchezvous                 |    10
 #rilassante                     |    10
 #soccer                         |    10
 #streetphotoperu                |    10
 #ToqueDeQueda                   |    10
 #trump                          |    10
 #TrumpLiesAmericansDie          |    10
 #Twitter                        |    10
 #UKlockdown                     |    10
 #upssteals                      |    10
 #wednesdaymorning               |    10
 #workout                        |    10
 #21daylockdown                  |     9
 #87Punto3                       |     9
 #AllInThisTogether              |     9
 #balon                          |     9
 #bored                          |     9
 #brasil                         |     9
 #BuenosDiasATodos               |     9
 #CNN                            |     9
 #CODVID19                       |     9
 #Colombia                       |     9
 #Conte                          |     9
 #coronamemes                    |     9
 #CoronaStopKaroNa               |     9
 #coronavirusnobrasil            |     9
 #economy                        |     9
 #EsteVirusLoParamosUnidos       |     9
 #food                           |     9
 #fun                            |     9
 #HealthCareWorkers              |     9
 #KAG                            |     9
 #lockdown2020                   |     9
 #lockdownuk                     |     9
 #MAGA                           |     9
 #nisan                          |     9
 #nisan1                         |     9
 #photo                          |     9
 #picoftheday                    |     9
 #quarantineandchill             |     9
 #salud                          |     9
 #SARSCoV2                       |     9
 #shelterinplace                 |     9
 #spain                          |     9
 #starspanish                    |     9
 #StayAtHomeChallenge            |     9
 #StayHomeIndia                  |     9
 #StaySafeStayHome               |     9
 #TlofTlofLockdown               |     9
 #WHO                            |     9
 #WorkFromHome                   |     9
 #Wuhan                          |     9
 #فيروس_كورونا                   |     9
 #1avril                         |     8
 #1deAbril                       |     8
 #ACNH                           |     8
 #Americans                      |     8
 #artdengroundmoviment           |     8
 #bcnlegends                     |     8
 #blegends                       |     8
 #BreakingNews                   |     8
 #business                       |     8
 #cdnpoli                        |     8
 #Chile                          |     8
 #community                      |     8
 #coronanl                       |     8
 #Coronavid19                    |     8
 #coronavirusitalia              |     8
 #coronavirusmemes               |     8
 #COVID_19                       |     8
 #COVID19de                      |     8
 #CuarentenaObligatoria          |     8
 #dog                            |     8
 #FemXarxa                       |     8
 #gay                            |     8
 #GuayaquilSOS                   |     8
 #happiness                      |     8
 #heautifulharries               |     8
 #hosgeldinnisan                 |     8
 #Jesus                          |     8
 #life                           |     8
 #lifestyle                      |     8
 #Mexico                         |     8
 #motivation                     |     8
 #Nigeria                        |     8
 #NizamuddinMarkaz               |     8
 #nosalgasdecasa                 |     8
 #peace                          |     8
 #photojournalism                |     8
 #poissondavril                  |     8
 #PressBriefing                  |     8
 #QuarantineMoneyMakingIdeas     |     8
 #retail                         |     8
 #selfcare                       |     8
 #SouthAfrica                    |     8
 #thankful                       |     8
 #TigerKing                      |     8
 #TrumpLiedPeopleDied            |     8
 #TrumpPandemic                  |     8
 #urbangraffitisbcn              |     8
 #vegas                          |     8
 #workingfromhome                |     8
 #WuhanVirus                     |     8
 #youtube                        |     8
 #2020Census                     |     7
 #5G                             |     7
 #ACTUALIZACIÓN                  |     7
 #amitshah_कहा_छुप_गये             |     7
 #Aprilfoolsday2020              |     7
 #argentina                      |     7
 #artist                         |     7
 #bathinda                       |     7
 #bathindacity                   |     7
 #bathindanews                   |     7
 #bathindaupdates                |     7
 #bathindian                     |     7
 #cacerolada21h                  |     7
 #ChinaLiedPeopleDied            |     7
 #cityoflakes                    |     7
 #colombia                       |     7
 #CoronaInMaharashtra            |     7
 #coronanederland                |     7
 #coronavid19                    |     7
 #Coronavirus                    |     7
 #coronavirusaus                 |     7
 #coronavirusdeutschland         |     7
 #coronavirusenespaña            |     7
 #CoronavirusLockdownUK          |     7
 #coronavirusoutbreak            |     7
 #CoronaVirusPakistan            |     7
 #CoronavirusRD                  |     7
 #coronvirusitalia               |     7
 #covid19chile                   |     7
 #Covid_19india                  |     7
 #COVID2019india                 |     7
 #CuarentenaPositiva             |     7
 #delhi                          |     7
 #earthquake                     |     7
 #EcuadorEnEmergencia            |     7
 #enjoy                          |     7
 #EsteVirusLoParamosTodosJuntos  |     7
 #Europe                         |     7
 #EvdeKalSağlıklıKal             |     7
 #florida                        |     7
 #ForaBolsonaro                  |     7
 #GetMePPE                       |     7
 #gratitude                      |     7
 #HomeOffice                     |     7
 #humpday                        |     7
 #imprensacontraovirus           |     7
 #InThisTogether                 |     7
 #Japan                          |     7
 #jokes                          |     7
 #kindness                       |     7
 #lakes                          |     7
 #leadership                     |     7
 #lluvia                         |     7
 #Málaga                         |     7
 #MiercolesDeGanarSeguidores     |     7
 #Mumbai                         |     7
 #newyork                        |     7
 #NewYorkCity                    |     7
 #noticias                       |     7
 #outbreak                       |     7
 #Pakistan                       |     7
 #pandemic2020                   |     7
 #paris                          |     7
 #Pb03                           |     7
 #PMcares                        |     7
 #portallr1                      |     7
 #QuaratineLife                  |     7
 #quarentenaBrasil               |     7
 #QueNoMientan                   |     7
 #resilience                     |     7
 #restezalamaison                |     7
 #roma                           |     7
 #safelife                       |     7
 #SakalNews                      |     7
 #segovia247                     |     7
 #segoviaunida                   |     7
 #ShelterInPlace                 |     7
 #StayTheFHome                   |     7
 #Telangana                      |     7
 #testing                        |     7
 #thankyou                       |     7
 #todoirabien                    |     7
 #todovaasalirbien               |     7
 #update                         |     7
 #videos                         |     7
 #welovebathinda                 |     7
 #Wimbledon                      |     7
 #YMCA                           |     7
 #YWeStillPlay                   |     7
 #коронавирус                    |     7
 #कोरोना                         |     7
 #21daysLockdownSouthAfrica      |     6
 #Abril2020                      |     6
 #America                        |     6
 #Andalucía                      |     6
 #BBB20                          |     6
 #BolsonaroDay                   |     6
 #boxing                         |     6
 #BuenMiércoles                  |     6
 #CatsOfTwitter                  |     6
 #CensusDay2020                  |     6
 #chicago                        |     6
 #compassion                     |     6
 #ConferenciaCoronavirus         |     6
 #corona2020                     |     6
 #CoronaCombatForce              |     6
 #CoronavirusArgentina           |     6
 #CoronavirusEnColombia          |     6
 #Covid19India                   |     6
 #COVID2019france                |     6
 #COVID2019italia                |     6
 #covid2020                      |     6
 #crisis                         |     6
 #dayeleven                      |     6
 #dirumahaja                     |     6
 #distancelearning               |     6
 #doctor                         |     6
 #doctors                        |     6
 #DonaldTrump                    |     6
 #EEUU                           |     6
 #exercise                       |     6
 #Facebook                       |     6
 #FiqueEmCasa                    |     6
 #football                       |     6
 #france                         |     6
 #gym                            |     6
 #healthy                        |     6
 #homeschool                     |     6
 #humanity                       |     6
 #humour                         |     6
 #IndiaFightsCoronavirus         |     6
 #İstanbul                       |     6
 #keyworkers                     |     6
 #koronaturkiye                  |     6
 #LasVegas                       |     6
 #lockdown21                     |     6
 #lockdownUKnow                  |     6
 #Lombardia                      |     6
 #london                         |     6
 #MAGA2020                       |     6
 #media                          |     6
 #medtwitter                     |     6
 #mondmaskers                    |     6
 #Murcia                         |     6
 #news1st                        |     6
 #newyorklockdown                |     6
 #NHSThankYou                    |     6
 #Nizamuddin                     |     6
 #NoAprilFools                   |     6
 #NYCLockdown                    |     6
 #online                         |     6
 #PandemiaMundial                |     6
 #paranoia                       |     6
 #partiteIVA                     |     6
 #positive                       |     6
 #PPEshortage                    |     6
 #quarantaine                    |     6
 #quédateencasa                  |     6
 #QuedateEnLaCasa                |     6
 #QuedateEnTuCasaCarajo          |     6
 #racist                         |     6
 #respect                        |     6
 #retweet                        |     6
 #Sabadell                       |     6
 #Sakal                          |     6
 #sakasıyok                      |     6
 #savelives                      |     6
 #segovia                        |     6
 #spring                         |     6
 #StayAtHomeSaveLives            |     6
 #stayhomechallenge              |     6
 #stayhomestaysafe               |     6
 #StaySafeNigeria                |     6
 #staythefuckhome                |     6
 #StopTheSpread                  |     6
 #sunset                         |     6
 #Taiwan                         |     6
 #TelanganaFightsCorona          |     6
 #TogetherApart                  |     6
 #usakvalisi                     |     6
 #vaccine                        |     6
 #walking                        |     6
 #WellnessWednesday              |     6
 #winning                        |     6
 #wuhan                          |     6
 #yellow                         |     6
 #السعودية                       |     6
 #الكورونا                       |     6
 #جامعة_جازان                    |     6
 #شهر_إبريل                      |     6
 #فلسطين                         |     6
 #1abril                         |     5
 #Abril                          |     5
 #AHORA                          |     5
 #AmericaFirst                   |     5
 #andràtuttobene                 |     5
 #animals                        |     5
 #anxiety                        |     5
 #ArtistOnTwitter                |     5
 #athome                         |     5
 #Australia                      |     5
 #Austria                        |     5
 #barcelona2020                  |     5
 #BBC                            |     5
 #bogota                         |     5
 #Bolsonaro                      |     5
 #BuenDia                        |     5
 #CDC                            |     5
 #chloroquine                    |     5
 #ChrisCuomo                     |     5
 #comedy                         |     5
 #coronarvirusitalia             |     5
 #CoronaVirus                    |     5
 #CoronaVirusChallenge           |     5
 #CoronavirusChile               |     5
 #coronavirusespaña              |     5
 #CoronavirusFrance              |     5
 #CoronavirusNewYork             |     5
 #COVIDー19Chile                 |     5
 #Covid_19australia              |     5
 #COVID19BE                      |     5
 #Covid19Colombia                |     5
 #covid19ESP                     |     5
 #COVID19france                  |     5
 #COVID19LK                      |     5
 #COVID19Ontario                 |     5
 #COVIDIOT                       |     5
 #crise                          |     5
 #CuarentenaCoronavirus          |     5
 #curentena                      |     5
 #dankmemes                      |     5
 #day11                          |     5
 #DC                             |     5
 #depression                     |     5
 #Doctors                        |     5
 #dogs                           |     5
 #dogsofinstagram                |     5
 #drawing                        |     5
 #Dubai                          |     5
 #earth                          |     5
 #economia                       |     5
 #ElSalvador                     |     5
 #España                         |     5
 #EssentialWorkers               |     5
 #extranomucho                   |     5
 #facemasks                      |     5
 #familytime                     |     5
 #ficaemcasa                     |     5
 #fight                          |     5
 #fighttogether                  |     5
 #FirstResponders                |     5
 #fit                            |     5
 #fitfam                         |     5
 #FlattenTheCuve                 |     5
 #Floridacoronavirus             |     5
 #followme                       |     5
 #fotografia                     |     5
 #freedom                        |     5
 #fuckcoronavirus                |     5
 #funnyvideos                    |     5
 #gayfamous                      |     5
 #gayguy                         |     5
 #gaywitch                       |     5
 #Gobierno                       |     5
 #Gujarat                        |     5
 #happy                          |     5
 #HelpingOthers                  |     5
 #Homeschooling2020              |     5
 #homeworkout                    |     5
 #hospitals                      |     5
 #ibbyapmadıbakanlıkyapıyor      |     5
 #indiafightscorona              |     5
 #informacao                     |     5
 #innovation                     |     5
 #Iran                           |     5
 #Ireland                        |     5
 #isolamentosocial               |     5
 #Israel                         |     5
 #joemquedoacasa                 |     5
 #justsaying                     |     5
 #KAG2020                        |     5
 #keepingbusy                    |     5
 #keepsafe                       |     5
 #koronavirus                    |     5
 #koronavirüs                    |     5
 #lasvegas                       |     5
 #letthefunbegin                 |     5
 #lol                            |     5
 #madrid                         |     5
 #maga                           |     5
 #MarkazCOVIDSpread              |     5
 #Masks                          |     5
 #Masks4All                      |     5
 #MaulanaSaad                    |     5
 #me                             |     5
 #memesdaily                     |     5
 #mexico                         |     5
 #México                         |     5
 #musician                       |     5
 #n95                            |     5
 #NationalPark                   |     5
 #ncdc                           |     5
 #Nevada                         |     5
 #NewYorkCoronavirus             |     5
 #nofilter                       |     5
 #nurses                         |     5
 #outdoors                       |     5
 #ParkChat                       |     5
 #people                         |     5
 #politics                       |     5
 #PPEShortages                   |     5
 #PrayTogether                   |     5
 #primaaprilis                   |     5
 #ProtectOurDoctors              |     5
 #ProtectOurNurses               |     5
 #publichealth                   |     5
 #QuarantineAMovie               |     5
 #QuarentineLife                 |     5
 #QuedateencasaPelotudo          |     5
 #QueSeVayanTodos                |     5
 #rdguk                          |     5
 #risas                          |     5
 #safety                         |     5
 #SakalTimes                     |     5
 #Scotland                       |     5
 #Sevilla                        |     5
 #smallbusiness                  |     5
 #socialdistance                 |     5
 #sports                         |     5
 #SriLanka                       |     5
 #stayhomesavelives              |     5
 #students                       |     5
 #SupportTheFrontlines           |     5
 #togetherathome                 |     5
 #TogetherAtHome                 |     5
 #Toronto                        |     5
 #training                       |     5
 #TrumpPlague                    |     5
 #Turkmenistan                   |     5
 #UKLockdownNow                  |     5
 #unemployment                   |     5
 #usaCoronavirus                 |     5
 #venezuela                      |     5
 #Video                          |     5
 #ViralNews                      |     5
 #viralvideos                    |     5
 #virtual                        |     5
 #WeAreAllInThisTogether         |     5
 #WeeGranny                      |     5
 #wfh                            |     5
 #zoom                           |     5
 #خليك_بالبيت                    |     5
 #كورونا_الجديد                  |     5
 #كوفيد١٩                        |     5
 #يحدث_الآن                      |     5
 #1nisan                         |     4
 #1nisansakası                   |     4
 #૧એપ્રિલનાસમાચાર                 |     4
 #25thAmendmentNow               |     4
 #31Mar                          |     4
 #4dias                          |     4
 #7news                          |     4
 #aadpakvis                      |     4
 #AçãoSemDesculpas               |     4
 #actorslife                     |     4
 #adventure                      |     4
 #Allah                          |     4
 #AloneTogether                  |     4
 #ALRATV                         |     4
 #AmericaCina                    |     4
 #amethipolice                   |     4
 #AMLO                           |     4
 #AndrewCuomo                    |     4
 #AnimalCrossingNewHorizons      |     4
 #AnimalesSueltos                |     4
 #apocalypse                     |     4
 #April                          |     4
 #april2020                      |     4
 #Arkansas                       |     4
 #ATENCION                       |     4
 #australia                      |     4
 #Barcelona                      |     4
 #BDA                            |     4
 #bekind                         |     4
 #Berlin                         |     4
 #BloodOnTrumpsHands             |     4
 #brasileirosnaustria            |     4
 #breaking                       |     4
 #Brexit                         |     4
 #CaceroleenseLaChota            |     4
 #cartoon                        |     4
 #CassperStayAtHomeGames         |     4
 #CCPVirus                       |     4
 #celafaremo                     |     4
 #ChileEnCuarentena              |     4
 #ChineseWuhanVirus              |     4
 #codiv19                        |     4
 #conte                          |     4
 #CoronaCrisisuk                 |     4
 #coronadeutschland              |     4
 #Coronafighters                 |     4
 #coronatime                     |     4
 #CoronaTip                      |     4
 #coronaturkiye                  |     4
 #CoronavirusEspana              |     4
 #coronavirusinindia             |     4
 #Coronavirusmexico              |     4
 #coronavirusNederland           |     4
 #CoronavirusPlantao             |     4
 #coronavirusworldwide           |     4
 #corvid19                       |     4
 #Covid192020                    |     4
 #Covid_19fr                     |     4
 #covid19italia                  |     4
 #COVID19Nigeria                 |     4
 #COVID19PH                      |     4
 #COVID19US                      |     4
 #Covid19usa                     |     4
 #covidindia                     |     4
 #CruiseShip                     |     4
 #cuarentenacoronavirus          |     4
 #Cuba                           |     4
 #cuidado                        |     4
 #curfew                         |     4
 #cute                           |     4
 #dance                          |     4
 #death                          |     4
 #DebutWithBTS                   |     4
 #Delhi                          |     4
 #Democrat                       |     4
 #depressed                      |     4
 #DeSantis                       |     4
 #diadamentira                   |     4
 #DiMartedi                      |     4
 #dirumahsaja                    |     4
 #dj                             |     4
 #dogstagram                     |     4
 #donate                         |     4
 #DrFauci                        |     4
 #dublin                         |     4
 #empreendedorismo               |     4
 #empresas                       |     4
 #EnCasaEsMejor                  |     4
 #Espana                         |     4
 #essential                      |     4
 #EstrellasyRedes                |     4
 #Ethiopia                       |     4
 #EvdeKalDemesiKolay             |     4
 #EvdeKalTurkiye                 |     4
 #facemask                       |     4
 #FactsOnRwanda                  |     4
 #fashion                        |     4
 #findyourpark                   |     4
 #fiqueemcasasepuder             |     4
 #follow                         |     4
 #FontanaDimettiti               |     4
 #foryou                         |     4
 #friends                        |     4
 #future                         |     4
 #fyp                            |     4
 #getoutside                     |     4
 #glasgow                        |     4
 #GoharShahi                     |     4
 #governo                        |     4
 #grateful                       |     4
 #groceryshopping                |     4
 #guantes                        |     4
 #gujaratinews                   |     4
 #HappyNewMonth                  |     4
 #HelpFightCorona                |     4
 #HelpUsToHelpYou                |     4
 #heroes                         |     4
 #hiphop                         |     4
 #HIV                            |     4
 #hoax                           |     4
 #hygiene                        |     4
 #IamAUniversalSufi              |     4
 #ImranKhan                      |     4
 #influencer                     |     4
 #influencers                    |     4
 #inspection                     |     4
 #Instagram                      |     4
 #instagramdown                  |     4
 #insumos                        |     4
 #inthistogether                 |     4
 #ISUPPORTTHENHS                 |     4
 #jerestechezmoi                 |     4
 #juegos                         |     4
 #Karachi                        |     4
 #karma                          |     4
 #kn95                           |     4
 #korona                         |     4
 #LaMafiaChoriplanera            |     4
 #latino                         |     4
 #LeandroLima                    |     4
 #leica                          |     4
 #likeforlikes                   |     4
 #lka                            |     4
 #LockDown                       |     4
 #losangeles                     |     4
 #madeinitaly                    |     4
 #Madrid                         |     4
 #marketing                      |     4
 #mediavirus                     |     4
 #miami                          |     4
 #milano                         |     4
 #Monclova                       |     4
 #money                          |     4
 #MoscowMitch                    |     4
 #NarendraModi                   |     4
 #NationalParkGeek               |     4
 #NBA                            |     4
 #Netflix                        |     4
 #newmusic                       |     4
 #newnormal                      |     4
 #Nijerya                        |     4
 #Nutansaurashtra                |     4
 #onlinelearning                 |     4
 #OPoderdasMetas                 |     4
 #PakistanFightsCorona           |     4
 #Pandemie                       |     4
 #PapeDiouf                      |     4
 #patient                        |     4
 #peoplepower                    |     4
 #peru                           |     4
 #photographer                   |     4
 #photos                         |     4
 #photoshoot                     |     4
 #piernotas                      |     4
 #poetry                         |     4
 #pollution                      |     4
 #polqc                          |     4
 #POTUS                          |     4
 #PressConference                |     4
 #ProtectVico                    |     4
 #protegetonsoignant             |     4
 #Puebla                         |     4
 #QuarantineActivities           |     4
 #quedatencasa                   |     4
 #Queens                         |     4
 #RabuAmbyar                     |     4
 #radio                          |     4
 #rajkotnews                     |     4
 #realestate                     |     4
 #RENTRELIEF                     |     4
 #restiamoacasa                  |     4
 #Rona                           |     4
 #RT                             |     4
 #Rwanda                         |     4
 #sağlıkcalısanları              |     4
 #sakasiyok                      |     4
 #Salvini                        |     4
 #selfemployed                   |     4
 #sevilla                        |     4
 #shameful                       |     4
 #share                          |     4
 #Shuvonshuvoff                  |     4
 #SiguemeYTeSigo                 |     4
 #smh                            |     4
 #SocialDistancinguk             |     4
 #socialisolation                |     4
 #Somaliland                     |     4
 #StayAtHomeOrder                |     4
 #stayfit                        |     4
 #StayHomeChallenge              |     4
 #stayinside                     |     4
 #staysafestayhome               |     4
 #staystrong                     |     4
 #StayTheFuckHome                |     4
 #Stimuluscheck                  |     4
 #stopthespread                  |     4
 #store                          |     4
 #street                         |     4
 #streetphoto                    |     4
 #strength                       |     4
 #target                         |     4
 #tbt                            |     4
 #tech                           |     4
 #tennis                         |     4
 #Texas                          |     4
 #thistooshallpass               |     4
 #todaysnews                     |     4
 #TogetherWeCan                  |     4
 #toiletpaper                    |     4
 #toquedequeda                   |     4
 #Trending                       |     4
 #TrumpVirusCoverup              |     4
 #TuesdayMotivation              |     4
 #turismo                        |     4
 #Turkey                         |     4
 #TusComprasDuranteElCoronavirus |     4
 #Tutunamayanlar                 |     4
 #UAE                            |     4
 #ULTIMAHORA                     |     4
 #UPDATE                         |     4
 #URGENTE                        |     4
 #vegan                          |     4
 #Vegas                          |     4
 #VirusChino                     |     4
 #volunteers                     |     4
 #weareallinthistogether         |     4
 #wellness                       |     4
 #WFH                            |     4
 #wirbleibenzuhause              |     4
 #workfromhome                   |     4
 #WTF                            |     4
 #YOMEQUEDOENCASA                |     4
 #YounusAlGohar                  |     4
 #حياة_الفهد                     |     4
 #فيروس_كورونا_المستجدّ           |     4
 #مصر                            |     4
(1000 rows)

